crs_number,community_nm,entry_dt,effective_dt,current_class,sfha_disc,nonsfha_disc,status,report_dt,state,state_code
345301,"Long Beach, Township of",1992-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
345302,"Longport, Borough of",1995-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
345303,"Manasquan, Borough of",1992-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
340383,"Mantoloking, Borough of",1992-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
345304,"Margate City, City of",1992-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
340313,Middleton Township,2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
340188,"Montclair, Township of",1994-10-01,1995-10-01,10,0,0,R,2012-10-01,NA,NA
340517,"Mullica, Township of",1994-10-01,2008-05-01,10,0,0,R,2012-10-01,NA,NA
340209,"National Park, Borough of",2012-10-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
340570,New Jersey Meadowlands,1992-10-01,2009-05-01,7,15,5,C,2012-10-01,New Jersey,NJ
345307,"North Plainfield, Borough of",1992-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
345308,"North Wildwood, City of",2000-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
345309,"Oakland, Borough of",1995-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
340518,"Ocean, Township of",1995-10-01,2012-05-01,10,0,0,R,2012-10-01,NA,NA
345310,"Ocean City, City of",1992-10-01,2001-10-01,7,15,5,C,2012-10-01,NA,NA
340320,"Oceanport, Borough of",2010-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
340110,"Palmyra, Borough of",2009-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
340355,"Parsippany-Troy Hills, Township of",1991-10-01,2009-05-01,10,0,0,R,2012-10-01,NA,NA
340512,"Pennsville, Township of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
345311,"Pequannock, Township of",1991-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
345312,"Plainfield, City of",1991-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
345313,"Point Pleasant, Borough of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
340388,"Point Pleasant Beach, Borough of",1992-10-01,2009-05-01,9,5,5,C,2012-10-01,NA,NA
345528,"Pompton Lakes, Borough of",1991-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
345314,"Rahway, City of",1992-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
340067,"Ridgewood, Village of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
340359,"Riverdale, Borough of",1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
340070,"Rochelle Park, Township of",2006-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
340472,"Roselle, Borough of",1992-10-01,1998-01-01,8,10,5,C,2012-10-01,NA,NA
340474,"Scotch Plains, Township of",1994-10-01,1995-10-01,10,0,0,R,2012-10-01,NA,NA
345317,"Sea Bright, Borough of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
345318,"Sea Isle City, City of",1992-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
345319,"Seaside Park, Borough of",1992-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
345320,"Ship Bottom, Borough of",1992-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
340329,"Spring Lake, Borough of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
340393,"Stafford, Township of",1991-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
345323,"Stone Harbor, Borough of",1994-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
345324,"Surf City, Borough of",1992-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
345293,"Toms River, Township of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
340395,"Tuckerton, Borough of",1993-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
340331,"Union Beach, Borough of",2003-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
340159,Upper Township,2011-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
345326,"Ventnor, City of",1992-10-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
340446,"Warren, Township of",2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
345327,"Wayne, Township of",1991-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
345328,"West Wildwood, Borough of",1993-10-01,2005-10-01,10,0,0,R,2012-10-01,NA,NA
345330,"Wildwood Crest, Borough of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
345331,"Woodbridge, Township of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
350045,"Alamogordo, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
350002,"Albuquerque, City of",1993-10-01,2008-10-01,9,5,5,C,2012-10-01,NA,NA
350001,Bernalillo County,1993-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
350010,"Clovis, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
350012,Dona Ana County,2003-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
350067,"Farmington, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
350029,"Hobbs, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
355332,"Las Cruces, City of",1991-10-01,2008-10-01,6,20,10,C,2012-10-01,NA,NA
350054,"Portales, City of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
350006,"Roswell, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
350064,San Juan County,2008-05-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
360226,"Amherst, Town of",1995-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
360147,"Ashland, Town of",1991-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
360790,"Babylon, Town of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
360988,"Bayville, Village of",1992-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
360148,"Big Flats, Town of",1991-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
361342,"Brightwaters, Village of",1993-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
360570,"Camillus, Town of",1996-10-01,2001-10-01,10,0,0,R,2012-10-01,NA,NA
361055,"Catlin, Town of",1991-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
360149,"Chemung, Town of",1991-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
360772,"Corning, City of",1991-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
360463,"East Rockaway, Village of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
360150,"Elmira, City of",1991-10-01,1997-05-01,8,10,5,C,2012-10-01,NA,NA
360151,"Elmira, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
360774,"Erwin, Town of",1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
361194,"Esperance, Town of",2010-10-01,2010-10-01,9,5,5,C,2012-10-01,NA,NA
360464,"Freeport, Village of",1992-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
360466,"Great Neck Estates, Village of",2010-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
360417,"Greece, Town of",1992-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
360777,"Hornellsville, Town of",1991-10-01,1992-10-01,10,0,0,R,2012-10-01,NA,NA
360153,"Horseheads, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
360154,"Horseheads, Village of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
360308,"Ilion, Village of",2000-10-01,2000-10-01,9,5,5,C,2012-10-01,NA,NA
360047,"Johnson City, Village of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
360247,"Lackawanna, City of",2003-05-01,2003-05-01,9,5,5,C,2012-10-01,NA,NA
360476,"Lawrence, Village of",1992-10-01,2007-05-01,7,15,5,C,2012-10-01,NA,NA
365338,"Long Beach, City of",2009-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
360118,"Moravia, Village of",2009-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
360506,"Niagara Falls, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
360801,"Northport, Village of",1994-10-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
360667,"Oneonta, City of",1994-10-01,2011-05-01,10,0,0,R,2012-10-01,NA,NA
360780,"Pulteney, Town of",1991-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
360932,"Scarsdale, Village of",1993-10-01,1998-10-01,8,10,5,C,2012-10-01,NA,NA
365342,"Southampton, Town of",1995-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
365343,"Southampton, Village of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
360156,"Southport, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
360595,"Syracuse, City of",1993-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
360056,"Union, Town of",1991-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
361057,"Veteran, Town of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
360157,"Wellsburg, Village of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
370404,"Alliance, Town of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
370044,"Atlantic Beach, Town of",1992-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
370183,"Bayboro, Town of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
375346,"Beaufort, City of",1994-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
370015,"Belhaven, Town of",1993-10-01,1994-10-01,8,10,5,C,2012-10-01,NA,NA
370253,"Boone, Town of",1991-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
370231,"Brevard, City of",1992-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
370036,Cabarrus County,1991-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
370039,Caldwell County,2000-04-01,2000-04-01,9,5,5,C,2012-10-01,NA,NA
370046,"Cape Carteret, Town of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
375347,"Carolina Beach, Town of",1993-10-01,1999-04-01,7,15,5,C,2012-10-01,NA,NA
370043,Carteret County,1991-10-01,1992-10-01,8,10,5,C,2012-10-01,NA,NA
370238,"Cary, Town of",1992-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
370391,"Caswell Beach, City of",1994-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
370465,"Cedar Point, Town of",1992-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
370159,"Charlotte, City of",1991-10-01,2006-05-01,5,25,10,C,2012-10-01,NA,NA
370263,"Clinton, City of",1994-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
370037,"Concord, City of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
370072,Craven County,1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
370443,"Creswell, Town of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
370076,Cumberland County,1996-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
370078,Currituck County,1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
375348,Dare County,1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370632,"Duck, Town of",2011-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
370085,Durham County,1992-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
370062,"Edenton, Town of",1993-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
370047,"Emerald Isle, Town of",1993-10-01,2003-10-01,7,15,5,C,2012-10-01,NA,NA
370190,"Farmville, Town of",2004-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
375349,Forsyth County,1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370099,Gaston County,2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
370255,"Goldsboro, City of",1993-10-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
375351,"Greensboro, City of",2009-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
370191,"Greenville, City of",1992-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
370192,"Grifton, Town of",2004-10-01,2008-05-01,5,25,10,C,2012-10-01,NA,NA
370111,Guilford County,1993-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
370265,"Havelock, City of",1995-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
375352,"Holden Beach, Town of",1991-10-01,1992-10-01,8,10,5,C,2012-10-01,NA,NA
370133,Hyde County,1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
370178,"Jacksonville, City of",1991-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
375353,"Kill Devil Hills, City of",1991-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
370145,"Kinston, City of",1994-10-01,2006-05-01,5,25,10,C,2012-10-01,NA,NA
370439,"Kitty Hawk, Town of",1991-10-01,2002-10-01,6,20,10,C,2012-10-01,NA,NA
370144,Lenoir County,1994-10-01,2006-05-01,7,15,5,C,2012-10-01,NA,NA
370081,"Lexington, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
375355,"Manteo, Town of",1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370158,Mecklenburg County,1991-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
370418,"Minnesott Beach, Town of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
370048,"Morehead City, Town of",1992-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
375356,"Nags Head, City of",1991-10-01,2001-10-01,6,20,10,C,2012-10-01,NA,NA
370167,"Nashville, Town of",1994-10-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
370074,"New Bern, City of",1992-10-01,2004-05-01,10,0,0,R,2012-10-01,NA,NA
370168,New Hanover County,1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370049,"Newport, Town of",1992-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
370466,"North Topsail Beach, Town of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
370523,"Oak Island, Town of",1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
375357,"Ocean Isle Beach, Town of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370342,Orange County,2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
370279,"Oriental, Town of",1992-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
370181,Pamlico County,1992-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
370267,"Pine Knoll Shores, Town of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
370160,"Pineville, Town of",1991-10-01,2006-05-01,6,20,10,C,2012-10-01,NA,NA
370372,Pitt County,2002-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
370249,"Plymouth, Town of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
370243,"Raleigh, City of",1991-10-01,2006-10-01,7,15,5,C,2012-10-01,NA,NA
370432,"River Bend, Town of",2010-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
370092,"Rocky Mount, City of",1992-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
370421,"Roper, Town of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
370220,Sampson County,1994-10-01,1999-10-01,10,0,0,R,2012-10-01,NA,NA
370430,"Southern Shores, Town of",1992-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
370028,"Southport, City of",1991-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
370437,"Stonewall, Town of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
375359,"Sunset Beach, Town of",1991-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
370094,"Tarboro, Town of",2006-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
370187,"Topsail Beach, Town of",1992-10-01,2002-10-01,6,20,10,C,2012-10-01,NA,NA
370438,"Vandemere, Town of",1992-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
370368,Wake County,1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
370017,"Washington, City of",1992-10-01,2012-05-01,7,15,5,C,2012-10-01,North Carolina,NC
370247,Washington County,1994-10-01,1999-10-01,8,10,5,C,2012-10-01,North Carolina,NC
370268,"Washington Park, Town of",1992-10-01,2007-10-01,8,10,5,C,2012-10-01,North Carolina,NC
370251,Watauga County,1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
370254,Wayne County,1993-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
370464,"Whispering Pines, Village of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
370071,"Whiteville, City of",1996-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
370270,"Wilson, City of",1991-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
375360,"Winston-Salem, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
370193,"Winterville, Town of",1993-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
375361,"Wrightsville Beach, Town of",1991-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
385364,"Fargo, City of",2006-05-01,2006-05-01,7,15,5,C,2012-10-01,NA,NA
385365,"Grand Forks, City of",1991-10-01,2001-10-01,5,25,10,C,2012-10-01,NA,NA
390183,"Delta, Village of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
390038,"Fairfield, City of",1993-10-01,1998-10-01,8,10,5,C,2012-10-01,NA,NA
390110,"Highland Heights, City of",1991-10-01,1992-10-01,10,0,0,R,2012-10-01,NA,NA
390412,"Kettering, City of",1995-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
390328,Licking County,1993-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
390378,Medina County,2007-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
390071,"New Richmond, Village of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
390176,"Obetz, Village of",1996-10-01,1996-10-01,9,5,5,C,2012-10-01,NA,NA
390737,"Orange, Village of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
390472,"Ottawa, Village of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
390432,Ottawa County,1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
390460,Preble County,1998-10-01,1998-10-01,9,5,5,C,2012-10-01,NA,NA
390479,"Shelby, City of",1992-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
390131,"South Euclid, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
390419,"West Carrollton, City of",2002-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
400220,"Bartlesville, City of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
400207,"Bixby, Town of",1993-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
400078,"Blackwell, City of",1991-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
400236,"Broken Arrow, City of",1993-10-01,2008-10-01,5,25,10,C,2012-10-01,NA,NA
400234,"Chickasha, City of",1992-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
400221,"Dewey, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
400252,"Edmond, City of",1993-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
400062,"Enid, City of",1993-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
400049,"Lawton, City of",1991-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
400245,"Lindsay, City of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
400046,"Norman, City of",2011-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
400080,"Ponca City, City of",2010-05-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
400211,"Sand Springs, City of",1991-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
400053,"Sapulpa, City of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
405380,"Stillwater, City of",1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
405381,"Tulsa, City of",1991-10-01,2003-10-01,2,40,10,C,2012-10-01,NA,NA
410137,"Albany, City of",1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
410090,"Ashland, City of",1991-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
410043,"Bandon, City of",2005-05-01,2010-05-01,10,0,0,R,2012-10-01,NA,NA
410240,"Beaverton, City of",1991-10-01,1994-10-01,10,0,0,R,2012-10-01,NA,NA
410008,Benton County,2002-10-01,2007-10-01,6,20,10,C,2012-10-01,NA,NA
410029,"Cannon Beach, City of",1994-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
410092,"Central Point, City of",1992-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
415588,Clackamas County,2004-10-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
410009,"Corvallis, City of",1991-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
410059,Douglas County,2000-10-01,2000-10-01,8,10,5,C,2012-10-01,NA,NA
410122,"Eugene, City of",1991-10-01,2001-10-01,7,15,5,C,2012-10-01,NA,NA
410108,"Grants Pass, City of",1992-10-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
410175,"Heppner, City of",2006-05-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
415589,Jackson County,1991-10-01,2002-05-01,7,15,5,C,2012-10-01,NA,NA
415591,Lane County,2009-05-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
410154,Marion County,2001-04-01,2007-05-01,6,20,10,C,2012-10-01,NA,NA
410096,"Medford, City of",1994-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
410064,"Myrtle Creek, City of",2003-05-01,2008-05-01,10,0,0,R,2012-10-01,NA,NA
410200,"Nehalam, City of",2003-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
410021,"Oregon City, City of",2003-10-01,2008-05-01,7,15,5,C,2012-10-01,Oregon,OR
410186,Polk County,1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
410183,"Portland, City of",2001-10-01,2007-10-01,5,25,10,C,2012-10-01,NA,NA
410201,"Rockaway Beach, City of",2004-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
410098,"Rogue River, City of",1992-10-01,2002-05-01,7,15,5,C,2012-10-01,NA,NA
410067,"Roseburg, City of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
410167,"Salem, City of",2008-05-01,2012-10-01,6,20,10,C,2012-10-01,NA,NA
410039,"Scappoose, City of",1993-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
410144,"Scio, City of",2004-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
410257,"Sheridan, City of",2001-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
410213,"Stanfield, City of",1991-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
410100,"Talent, City of",2000-10-01,2006-05-01,9,5,5,C,2012-10-01,NA,NA
410202,"Tillamook, City of",2006-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
410196,Tillamook County,2001-04-01,2001-04-01,6,20,10,C,2012-10-01,NA,NA
410184,"Troutdale, City of",2008-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
420159,"Altoona, City of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
420339,"Bloomsburg, Town of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
422034,"Chapman, Township of",2007-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
420714,"Danville, Borough of",2006-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
421062,"Etna, Borough of",1996-10-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
421134,"Granville, Township of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
420608,Hanover Township,2010-10-01,2010-10-01,9,5,5,C,2012-10-01,NA,NA
420380,"Harrisburg, City of",1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
420735,"Herndon, Borough of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
420642,"Jersey Shore, Borough of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
420612,"Kingston, Borough of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
420613,"Kingston, Township of",1992-10-01,1993-04-01,10,0,0,R,2012-10-01,NA,NA
420831,"Lewisburg, Borough of",1993-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
420687,"Lewistown, Borough of",1993-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
422105,"Limestone, Township of",1993-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
421040,"Loyalsock, Township of",1994-10-01,2001-04-01,10,0,0,R,2012-10-01,NA,NA
425384,"Milton, Borough of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
421020,"Monroe, Township of",2007-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
420754,"Newport, Borough of",1994-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
420739,"Northumberland, Borough of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
421024,"Penn, Township of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
421026,"Point, Township of",2007-10-01,2010-10-01,10,0,0,R,2012-10-01,NA,NA
425387,"Selinsgrove, Borough of",2007-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
421101,"Shaler, Township of",1994-10-01,2004-10-01,8,10,5,C,2012-10-01,NA,NA
420743,"Sunbury, City of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
420834,"Union, Township of",1993-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
420372,"Upper Allen, Township of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
420745,"Upper Augusta, Township of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
421119,"Upper St. Clair, Township of",1998-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
420631,"Wilkes-Barre, City of",1992-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
445401,"Middletown, Town of",1991-10-01,2000-04-01,8,10,5,C,2012-10-01,NA,NA
445402,"Narragansett, Town of",1992-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
445404,"North Kingstown, Town of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
440022,"Pawtucket, City of",2002-10-01,2007-10-01,10,0,0,R,2012-10-01,NA,NA
450002,Aiken County,1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
450262,"Awendaw, Town of",1996-10-01,2005-10-01,6,20,10,C,2012-10-01,NA,NA
450026,"Beaufort, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
