"550278#","MILWAUKEE, CITY OF",,"WAUKESHA COUNTY/WASHINGTON COUNTY/MILWAUKEE ",,,="06/28/74",,="03/01/82",,"11/05/14",,="03/01/82",,,"No"
,,"Page 475 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
,,,"COUNTY",,,,,,,,,,,,
"550180A","MINERAL POINT, CITY OF",,"IOWA COUNTY",,,="05/31/74",,="07/16/87",,"12/16/15",,="07/16/87",,,"No"
"550468#","MINONG, VILLAGE OF",,"WASHBURN COUNTY",,,="08/30/74",,="09/01/86",,"10/02/12(M)",,="09/01/86",,,"No"
"555566#","MISHICOT, VILLAGE OF",,"MANITOWOC COUNTY",,,,,="05/13/72",,="08/02/11",,="05/13/72",,,"No"
"550031#","MONDOVI, CITY OF",,"BUFFALO COUNTY",,,="01/09/74",,="06/01/81",,="05/03/10",,="06/01/81",,,"No"
"550088#","MONONA, CITY OF",,"DANE COUNTY",,,"11/30/73",,="06/15/78",,="09/17/14",,="06/15/78",,,"No"
"550571B","MONROE COUNTY *",,"MONROE COUNTY",,,="07/07/78",,="05/03/82",,"12/06/19",,="05/03/82",,,"No"
"550162#","MONROE, CITY OF",,"GREEN COUNTY",,,="05/31/74",,"12/01/82",,="05/18/09",,"12/01/82",,,"No"
"550266#","MONTELLO, CITY OF",,"MARQUETTE COUNTY",,,"12/28/73",,"11/16/90",,"12/18/12",,"11/16/90",,,"No"
"550163#","MONTICELLO, VILLAGE OF",,"GREEN COUNTY",,,"12/17/73",,="07/18/83",,="05/18/09",,="07/18/83",,,"No"
"550184#","MONTREAL, CITY OF",,"IRON COUNTY",,,="05/10/74",,"11/04/88",,"11/04/88",,"11/04/88",,,"No"
"555567#","MOSINEE, CITY OF",,"MARATHON COUNTY",,,"12/16/73",,"12/16/73",,="07/22/10",,"12/16/73",,,"No"
"550137#","MOUNT CALVARY, VILLAGE OF",,"FOND DU LAC COUNTY",,,="06/07/74",,"11/04/09",,"11/04/09(M)",,="09/30/76",,,"No"
"550322B","MOUNT PLEASANT, VILLAGE OF",,"RACINE COUNTY",,,,,="04/01/82",,="02/01/19",,="04/28/08",,,"No"
,"THE VILLAGE OF MOUNT PLEASANT IS USING RACINE COUNTY FIRM PANELS 550347 0045B, 0050B, 0070B, AND 0075 DATED APRIL 1, 1982.",,,,,,,,,,,,,,
"550485#","MUKWONAGO, VILLAGE OF",,"WALWORTH COUNTY/WAUKESHA COUNTY",,,"12/17/73",,="07/05/82",,"11/05/14",,="07/05/82",,,"No"
"550153#","MUSCODA, VILLAGE OF",,"IOWA COUNTY/GRANT COUNTY",,,="05/10/74",,="09/08/99",,="02/03/16",,="09/08/99",,,"No"
"550486#","MUSKEGO, CITY OF",,"WAUKESHA COUNTY",,,="06/21/74",,"12/01/82",,"11/05/14",,"12/01/82",,,"No"
"550149#","NASHOTAH, VILLAGE OF",,"WAUKESHA COUNTY",,,,,"11/19/08",,"11/05/14",,="04/26/12",,,"No"
"550205#","NECEDAH, VILLAGE OF",,"JUNEAU COUNTY",,,="01/09/74",,="09/18/91",,"10/16/12",,="01/27/92",,,"No"
"550509#","NEENAH, CITY OF",,"WINNEBAGO COUNTY",,,="06/28/74",,="01/02/81",,="03/17/03",,="01/02/81",,,"No"
"550053#","NEILLSVILLE, CITY OF",,"CLARK COUNTY",,,="01/16/74",,="07/17/78",,="07/06/10",,="07/17/78",,,"No"
"550516#","NEKOOSA, CITY OF",,"WOOD COUNTY",,,="05/24/74",,="07/16/87",,="02/17/10",,="07/16/87",,,"No"
"550339#","NELSONVILLE, VILLAGE OF",,"PORTAGE COUNTY",,,="01/23/74",,="09/01/86",,="07/20/09(M)",,="09/01/86",,,"No"
"550267#","NESHKORO, VILLAGE OF",,"MARQUETTE COUNTY",,,="08/26/74",,="09/01/88",,"12/18/12(M)",,="09/01/88",,,"No"
"550487#","NEW BERLIN, CITY OF",,"WAUKESHA COUNTY",,,="06/21/74",,="03/18/87",,"11/05/14",,="03/18/87",,,"No"
"550164#","NEW GLARUS, VILLAGE OF",,"GREEN COUNTY",,,="05/24/74",,="08/01/83",,="05/18/09",,="08/01/83",,,"No"
"550039#","NEW HOLSTEIN, CITY OF",,"CALUMET COUNTY",,,="04/12/74",,="07/02/81",,="02/04/09",,="07/02/81",,,"No"
"550206#","NEW LISBON, CITY OF",,"JUNEAU COUNTY",,,"12/17/73",,="09/18/91",,"10/16/12",,="09/18/91",,,"No"
"550308#","NEW LONDON, CITY OF",,"OUTAGAMIE COUNTY/WAUPACA COUNTY",,,"11/09/73",,="03/15/77",,="07/22/10",,="03/15/77",,,"No"
"550384#","NEW RICHMOND, CITY OF",,"ST. CROIX COUNTY",,,"12/28/73",,="07/16/04",,="03/16/09",,="07/16/04",,,"No"
"550056#","NEWBURG, VILLAGE OF ",,"WASHINGTON COUNTY/OZAUKEE COUNTY",,,,,"12/04/07",,"11/20/13",,"11/13/08",,,"No"
"550262#","NIAGARA, CITY OF",,"MARINETTE COUNTY",,,="02/01/74",,="04/03/78",,="04/03/78",,="04/03/78",,,"No"
"550467#","NICHOLS, VILLAGE OF",,"OUTAGAMIE COUNTY",,,,,="07/22/10",,="07/22/10(M)",,="03/21/11",,,"No"
"550138#","NORTH FOND DU LAC, VILLAGE OF",,"FOND DU LAC COUNTY",,,="01/09/74",,"12/04/79",,"11/04/09",,"12/04/79",,,"No"
"550399#","NORTH FREEDOM, VILLAGE OF",,"SAUK COUNTY",,,"12/17/73",,="09/19/84",,"11/20/13",,="09/19/84",,,"No"
"555568#","NORTH HUDSON, VILLAGE OF",,"ST. CROIX COUNTY",,,,,="08/22/75",,="03/16/09",,="01/12/73",,,"No"
"550289#","NORWALK, VILLAGE OF",,"MONROE COUNTY",,,="08/30/74",,="01/20/10",,="01/20/10",,="01/20/10",,,"No"
"550279#","OAK CREEK, CITY OF",,"MILWAUKEE COUNTY",,,="03/22/74",,="09/29/78",,="09/26/08",,="09/29/78",,,"No"
"550324#","OAKDALE, VILLAGE OF",,"MONROE COUNTY",,,,,="01/20/10",,="01/20/10(M)",,="08/24/12",,,"No"
"550139#","OAKFIELD, VILLAGE OF",,"FOND DU LAC COUNTY",,,="04/11/75",,="09/30/88",,"11/04/09(M)",,="09/30/88",,,"No"
"550488#","OCONOMOWOC, CITY OF",,"WAUKESHA COUNTY",,,="05/17/74",,="08/15/75",,"11/05/14",,="09/01/83",,,"No"
"550294#","OCONTO COUNTY *",,"OCONTO COUNTY",,,,,="01/06/83",,"10/06/10",,="01/06/83",,,"No"
"550298#","OCONTO FALLS, CITY OF",,"OCONTO COUNTY",,,="01/09/74",,="07/16/81",,"10/06/10",,="07/16/81",,,"No"
"550297#","OCONTO, CITY OF",,"OCONTO COUNTY",,,"12/28/73",,="08/03/81",,"10/06/10",,="08/03/81",,,"No"
"550113#","OLIVER, VILLAGE OF",,"DOUGLAS COUNTY",,,="08/30/74",,="02/02/12",,="02/02/12",,="02/02/12",,,"No"
"550533#","OMRO, CITY OF",,"WINNEBAGO COUNTY",,,"11/15/74",,="08/01/80",,="03/17/03",,="08/01/80",,,"No"
,,"Page 476 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"550221#","ONALASKA, CITY OF",,"LA CROSSE COUNTY",,,"12/28/73",,="09/16/81",,="01/06/12",,="09/16/81",,,"No"
"550579#","ONEIDA COUNTY *",,"ONEIDA COUNTY",,,="09/04/81",,="08/05/91",,="05/16/13",,="08/05/91",,,"No"
"550457#","ONTARIO, VILLAGE OF",,"MONROE COUNTY/VERNON COUNTY",,,="01/09/74",,"11/02/12",,"11/02/12(M)",,="06/24/14",,,"No"
,"The Village of Ontario has annexed land in Monroe County and has adopted Monroe County FIRM panel 55081C0676D dated 01/20/2010 into their ordinance.",,,,,,,,,,,,,,
"550427#","OOSTBURG, VILLAGE OF",,"SHEBOYGAN COUNTY",,,="06/28/74",,="04/02/09",,="04/02/09(M)",,="08/31/98",,,"No"
"550089#","OREGON, VILLAGE OF",,"DANE COUNTY",,,="05/24/74",,="09/30/80",,="09/17/14",,="09/30/80",,,"No"
"550336#","OSCEOLA, VILLAGE OF",,"POLK COUNTY",,,="05/24/74",,="01/05/84",,="09/16/11",,="01/05/84",,,"No"
"550511#","OSHKOSH, CITY OF",,"WINNEBAGO COUNTY",,,"11/23/73",,="05/16/77",,="03/17/03",,="05/16/77",,,"No"
"550445#","OSSEO, CITY OF",,"TREMPEALEAU COUNTY",,,="05/03/74",,="09/05/90",,="04/04/11",,="09/05/90",,,"No"
"550302#","OUTAGAMIE COUNTY *",,"OUTAGAMIE COUNTY",,,="01/31/75",,="09/30/77",,="01/20/16",,="09/30/77",,,"No"
"550054#","OWEN, CITY OF",,"CLARK COUNTY",,,="01/16/74",,="07/06/10",,="07/06/10(M)",,="07/06/10",,,"No"
"550268#","OXFORD, VILLAGE OF",,"MARQUETTE COUNTY",,,="09/06/74",,="08/16/88",,"12/18/12",,="08/16/88",,,"No"
"550310#","OZAUKEE COUNTY *",,"OZAUKEE COUNTY",,,,,="05/16/77",,"12/04/07",,="05/16/77",,,"No"
"550073#","PADDOCK LAKE, VILLAGE OF",,"KENOSHA COUNTY",,,,,="06/19/12",,="06/19/12",,"10/24/12",,,"No"
"550196B","PALMYRA, VILLAGE OF",,"JEFFERSON COUNTY",,,="05/17/74",,="05/03/90",,="02/04/15",,="05/03/90",,,"No"
"550062C","PARDEEVILLE, VILLAGE OF",,"COLUMBIA COUNTY",,,"12/28/73",,="08/15/83",,="05/16/16",,="08/15/83",,,"No"
"550344#","PARK FALLS, CITY OF",,"PRICE COUNTY",,,="01/16/74",,"12/15/89",,"12/15/89",,"12/15/89",,,"No"
"555570#","PEPIN COUNTY *",,"PEPIN COUNTY",,,"12/16/72",,"12/16/72",,="08/19/10",,"12/16/72",,,"No"
"555569#","PEPIN, VILLAGE OF",,"PEPIN COUNTY",,,="05/26/72",,="05/26/72",,="08/19/10",,="05/26/72",,,"No"
"550263#","PESHTIGO, CITY OF",,"MARINETTE COUNTY",,,"12/07/73",,="03/04/91",,="03/04/91",,="03/09/91",,,"No"
"550192#","PEWAUKEE, CITY OF ",,"WAUKESHA COUNTY",,,,,"11/19/08",,"11/05/14",,"12/11/12",,,"No"
"550489#","PEWAUKEE, VILLAGE OF",,"WAUKESHA COUNTY",,,="03/03/76",,="06/15/82",,"11/05/14",,="06/15/82",,,"No"
"550345","PHILLIPS, CITY OF",,"PRICE COUNTY",,,="01/09/74",,="09/18/85",,="09/18/85(M)",,="09/18/85",,,"No"
"555571#","PIERCE COUNTY *",,"PIERCE COUNTY",,,,,="07/18/72",,"11/16/11",,="07/14/72",,,"No"
"550446#","PIGEON FALLS, VILLAGE OF",,"TREMPEALEAU COUNTY",,,="09/06/74",,="09/16/88",,="04/04/11(M)",,="09/16/88",,,"No"
"550517#","PITTSVILLE, CITY OF",,"WOOD COUNTY",,,"12/17/73",,"11/06/91",,="02/17/10",,"11/06/91",,,"No"
"550400#","PLAIN, VILLAGE OF",,"SAUK COUNTY",,,="04/14/78",,="09/30/88",,"11/20/13",,="09/30/88",,,"No"
"550154#","PLATTEVILLE, CITY OF",,"GRANT COUNTY",,,="07/19/74",,="09/29/96",,="02/03/16",,="09/29/96",,,"No"
"550613B","PLEASANT PRAIRIE, VILLAGE OF",,"KENOSHA COUNTY",,,="04/16/76",,="02/17/82",,="03/07/17",,="04/03/98",,,"No"
"550340#","PLOVER, VILLAGE OF",,"PORTAGE COUNTY",,,="07/11/75",,="03/01/84",,="07/20/09",,="03/01/84",,,"No"
"550328#","PLUM CITY, VILLAGE OF",,"PIERCE COUNTY",,,="07/19/74",,="01/03/90",,"11/16/11",,="01/03/90",,,"No"
"550428#","PLYMOUTH, CITY OF",,"SHEBOYGAN COUNTY",,,"11/01/74",,="07/05/83",,="04/02/09",,="07/05/83",,,"No"
"550577#","POLK COUNTY *",,"POLK COUNTY",,,"11/03/78",,="06/04/90",,="09/16/11",,="06/04/90",,,"No"
"550114#","POPLAR, VILLAGE OF",,"DOUGLAS COUNTY",,,"12/28/73",,="09/01/86",,="02/02/12(M)",,="09/01/86",,,"No"
"555572#","PORT EDWARDS, VILLAGE OF",,"WOOD COUNTY",,,,,="04/13/73",,="02/17/10",,="04/13/73",,,"No"
"550316#","PORT WASHINGTON, CITY OF",,"OZAUKEE COUNTY",,,="05/31/74",,"10/15/81",,"12/04/07",,"10/15/81",,,"No"
"550572#","PORTAGE COUNTY *",,"PORTAGE COUNTY",,,"12/23/77",,="06/01/83",,="07/20/09",,="06/01/83",,,"No"
"550063C","PORTAGE, CITY OF",,"COLUMBIA COUNTY",,,="05/03/74",,="08/15/83",,="05/16/16",,="08/15/83",,,"No"
"550155#","POTOSI, VILLAGE OF",,"GRANT COUNTY",,,"12/28/73",,="09/02/11",,="02/03/16",,="09/02/11",,,"No"
"550609#","POTTER, VILLAGE OF",,"CALUMET COUNTY",,,,,="06/15/83",,="02/04/09",,="07/30/96",,,"No"
"550064C","POYNETTE, VILLAGE OF",,"COLUMBIA COUNTY",,,="05/03/74",,="09/18/85",,="05/16/16(M)",,="09/18/85",,,"No"
"555573B","PRAIRIE DU CHIEN, CITY OF",,"CRAWFORD COUNTY",,,="05/22/70",,="05/22/70",,"10/16/15",,="05/22/70",,,"No"
"550401C","PRAIRIE DU SAC, VILLAGE OF",,"SAUK COUNTY",,,"12/07/73",,="03/07/01",,"10/02/15",,="03/07/01",,,"No"
"550015#","PRAIRIE FARM, VILLAGE OF",,"BARRON COUNTY",,,"12/07/73",,="05/15/86",,"12/03/09(M)",,="05/15/86",,,"No"
"550346","PRENTICE, VILLAGE OF",,"PRICE COUNTY",,,"12/28/73",,="09/27/85",,="09/27/85(M)",,="09/27/85",,,"No"
"555574#","PRESCOTT, CITY OF",,"PIERCE COUNTY",,,="07/10/71",,="07/10/71",,"11/16/11",,="07/09/71",,,"No"
"550343#","PRICE COUNTY *",,"PRICE COUNTY",,,="01/17/75",,"12/05/89",,"12/05/89",,"12/05/89",,,"No"
"550171#","PRINCETON, CITY OF",,"GREEN LAKE COUNTY",,,"12/28/73",,="06/15/88",,="02/03/10",,="06/15/88",,,"No"
,,"Page 477 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"550024#","PULASKI, VILLAGE OF",,"SHAWANO COUNTY/OCONTO COUNTY/BROWN COUNTY",,,="05/24/74",,="08/03/81",,="03/17/14",,="08/03/81",,,"No"
"550347B","RACINE COUNTY *",,"RACINE COUNTY",,,="05/20/77",,="04/01/82",,="02/01/19",,="04/01/82",,,"No"
"555575B","RACINE, CITY OF",,"RACINE COUNTY",,,,,="06/01/73",,="02/01/19",,="06/01/73",,,"No"
"550411","RADISON, VILLAGE OF",,"SAWYER COUNTY",,,="09/06/74",,="09/01/86",,="09/01/86(L)",,="09/01/86",,,"No"
"550429#","RANDOM LAKE, VILLAGE OF",,"SHEBOYGAN COUNTY",,,="06/28/74",,="04/01/81",,="04/02/09",,="04/01/81",,,"No"
"550458#","READSTOWN, VILLAGE OF",,"VERNON COUNTY",,,,,"11/16/90",,"11/02/12",,="03/16/76",,,"No"
"550364#","RED CLIFF BAND OF LAKE SUPERIOR CHIPPEWA",,"BAYFIELD COUNTY",,,,,"12/16/11",,"12/16/11",,="07/16/13",,,"Yes"
"550402C","REEDSBURG, CITY OF",,"SAUK COUNTY",,,"12/17/73",,="03/04/85",,"10/02/15",,="03/04/85",,,"No"
"550242#","REEDSVILLE, VILLAGE OF",,"MANITOWOC COUNTY",,,="06/04/76",,="09/30/88",,="08/02/11(M)",,="09/30/88",,,"No"
"550105#","REESEVILLE, VILLAGE OF",,"DODGE COUNTY",,,"11/15/74",,="08/19/85",,="05/19/14(M)",,="08/19/85",,,"No"
"550301#","RHINELANDER, CITY OF",,"ONEIDA COUNTY",,,"12/17/73",,="08/05/91",,="05/16/13",,="08/05/91",,,"No"
"550436","RIB LAKE, VILLAGE OF",,"TAYLOR COUNTY",,,="05/24/74",,="09/18/85",,="09/18/85(M)",,="09/18/85",,,"No"
"550016#","RICE LAKE, CITY OF",,"BARRON COUNTY",,,"12/07/73",,="04/01/82",,"12/03/09",,="04/01/82",,,"No"
"550518B","RICHFIELD, VILLAGE OF",,"WASHINGTON COUNTY",,,="08/12/77",,="09/01/83",,"10/16/15",,="09/30/08",,,"No"
,"THE VILLAGE OF RICHFIELD ADOPTED MAP PANELS 550471 0070B AND 0050B DATED SEPTEMBER 1, 1983.",,,,,,,,,,,,,,
"555576A","RICHLAND CENTER, CITY OF",,"RICHLAND COUNTY",,,="06/01/73",,="06/01/73",,"12/08/16",,="06/01/73",,,"No"
"550356A","RICHLAND COUNTY*",,"RICHLAND COUNTY",,,="01/31/75",,="09/27/91",,"12/08/16",,="09/27/91",,,"No"
"550181A","RIDGEWAY, VILLAGE OF",,"IOWA COUNTY",,,="09/20/74",,="01/05/79",,"12/16/15(M)",,="01/05/79",,,"No"
"550140#","RIPON, CITY OF",,"FOND DU LAC COUNTY",,,="05/24/74",,="08/15/80",,"11/04/09",,="08/15/80",,,"No"
"550330#","RIVER FALLS, CITY OF",,"ST. CROIX COUNTY/PIERCE COUNTY",,,"10/12/73",,"12/15/82",,"11/16/11",,"12/15/82",,,"No"
"550280#","RIVER HILLS, VILLAGE OF",,"MILWAUKEE COUNTY",,,"12/17/73",,="04/15/80",,="09/26/08",,="04/15/80",,,"No"
"550078#","ROBERTS, VILLAGE OF",,"ST. CROIX COUNTY",,,,,="03/16/09",,="03/16/09",,="05/14/09",,,"No"
"550352#","ROCHESTER, VILLAGE OF",,"RACINE COUNTY",,,="01/09/74",,="01/02/81",,="05/02/12",,="01/02/81",,,"No"
"550363B","ROCK COUNTY *",,"ROCK COUNTY",,,,,="08/01/83",,="09/16/15",,="08/01/83",,,"No"
"550403#","ROCK SPRINGS, VILLAGE OF",,"SAUK COUNTY",,,"12/14/73",,="09/18/85",,"11/20/13",,="09/18/85",,,"No"
"550090#","ROCKDALE, VILLAGE OF",,"DANE COUNTY",,,"12/07/73",,"12/16/80",,="09/17/14",,"12/16/80",,,"No"
"550222#","ROCKLAND, VILLAGE OF",,"MONROE COUNTY/LA CROSSE COUNTY",,,="07/11/75",,="04/02/08",,="01/06/12(M)",,="03/09/10",,,"No"
"550141#","ROSENDALE, VILLAGE OF",,"FOND DU LAC COUNTY",,,"11/08/74",,="09/29/89",,"11/04/09",,="09/29/89",,,"No"
"550341#","ROSHOLT, VILLAGE OF",,"PORTAGE COUNTY",,,="08/30/74",,="09/01/88",,="07/20/09(M)",,="09/01/88",,,"No"
"555577B","ROTHSCHILD, VILLAGE OF",,"MARATHON COUNTY",,,="05/11/73",,="05/11/73",,="09/28/18",,="05/11/73",,,"No"
"550602#","RUSK COUNTY*",,"RUSK COUNTY",,,="09/04/81",,="01/02/87",,="03/17/14",,="05/31/88",,,"No"
"550505D","SALEM LAKES, VILLAGE OF",,"KENOSHA COUNTY",,,"12/28/73",,="09/01/78",,="03/07/17",,="02/19/19",,,"No"
,"The Village of Salem Lakes annexed the community formerly known as the Village of Silver Lake, CID # 550210 and all policies. The Village have adopted the FIRM and map panels from Kenosha County
Official Maps: Based on the Flood Insurance Rate Map (",,,,,,,,,,,,,,
"550404C","SAUK CITY, VILLAGE OF",,"SAUK COUNTY",,,"12/07/73",,="03/07/01",,"10/02/15",,="03/07/01",,,"No"
"550391C","SAUK COUNTY *",,"SAUK COUNTY",,,="07/14/78",,="09/17/80",,"10/02/15",,="09/17/80",,,"No"
"550317#","SAUKVILLE, VILLAGE OF",,"OZAUKEE COUNTY",,,="01/16/74",,"12/16/80",,"12/04/07",,"12/16/80",,,"No"
"550591#","SAWYER COUNTY *",,"SAWYER COUNTY",,,="03/13/81",,="09/14/90",,="09/14/90",,="09/14/90",,,"No"
"550501#","SCANDINAVIA, VILLAGE OF",,"WAUPACA COUNTY",,,="08/30/74",,="01/20/10",,="01/20/10",,"10/18/17",,,"No"
"555579B","SCHOFIELD, CITY OF",,"MARATHON COUNTY",,,="07/13/73",,="07/13/73",,="09/28/18",,="07/13/73",,,"No"
"550534#","SEYMOUR, CITY OF",,"OUTAGAMIE COUNTY",,,"11/29/74",,"11/09/79",,="07/22/10(M)",,"11/09/79",,,"No"
"550412#","SHAWANO COUNTY *",,"SHAWANO COUNTY",,,"12/30/71",,"10/14/77",,"11/15/85",,"10/14/77",,,"No"
"550421#","SHAWANO, CITY OF",,"SHAWANO COUNTY",,,"11/30/73",,"12/05/89",,"12/05/89",,"12/05/89",,,"No"
,,"Page 478 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"550424#","SHEBOYGAN COUNTY *",,"SHEBOYGAN COUNTY",,,,,="07/17/78",,="04/02/09",,="07/17/78",,,"No"
"550431#","SHEBOYGAN FALLS, CITY OF",,"SHEBOYGAN COUNTY",,,"11/30/73",,="04/02/91",,="04/02/09",,="04/02/91",,,"No"
"550430#","SHEBOYGAN, CITY OF",,"SHEBOYGAN COUNTY",,,="06/07/74",,="03/15/77",,="04/02/09",,="03/15/77",,,"No"
"550469#","SHELL LAKE, CITY OF",,"WASHBURN COUNTY",,,="06/07/74",,="09/16/88",,"10/02/12",,="09/16/88",,,"No"
"550309#","SHIOCTON, VILLAGE OF",,"OUTAGAMIE COUNTY",,,="05/31/74",,="07/16/81",,="07/22/10",,="07/16/81",,,"No"
"550556#","SHOREWOOD HILLS, VILLAGE OF",,"DANE COUNTY",,,="01/31/75",,="06/17/03",,="09/17/14",,"11/29/18",,,"No"
"550282#","SHOREWOOD, VILLAGE OF",,"MILWAUKEE COUNTY",,,"12/14/73",,="08/11/78",,="09/26/08(M)",,="08/11/78",,,"No"
"550230","SHULLSBURG, CITY OF",,"LAFAYETTE COUNTY",,,="05/17/74",,="07/17/86",,="07/17/86",,="07/17/86",,,"No"
"550041#","SIREN, VILLAGE OF",,"BURNETT COUNTY",,,,,="08/19/08",,="08/19/08",,="08/19/08",,,"No"
,"Use Burnett County Map Panels 550032 0350B and 0375B dated 11/20/1991. ",,,,,,,,,,,,,,
"550587B","SLINGER, VILLAGE OF",,"WASHINGTON COUNTY",,,"10/21/77",,"11/20/13",,"10/16/15",,"11/20/13",,,"No"
"550074B","SOLDIERS GROVE, VILLAGE OF",,"CRAWFORD COUNTY",,,="06/07/74",,="04/03/84",,"10/16/15",,="04/03/84",,,"No"
"550115#","SOLON SPRINGS, VILLAGE OF",,"DOUGLAS COUNTY",,,="06/07/74",,="08/15/78",,="02/02/12",,="08/15/78",,,"No"
"550406","SOMERS, VILLAGE OF",,"KENOSHA COUNTY",,,"12/06/74",,,," ",,"12/09/19",,,"No"
"550386#","SOMERSET, VILLAGE OF",,"ST. CROIX COUNTY",,,"12/28/73",,="06/01/87",,="03/16/09(M)",,="06/01/87",,,"No"
"550283#","SOUTH MILWAUKEE, CITY OF",,"MILWAUKEE COUNTY",,,"12/28/73",,="04/15/80",,="09/26/08",,="04/15/80",,,"No"
"550231#","SOUTH WAYNE, VILLAGE OF",,"LAFAYETTE COUNTY",,,"12/07/73",,"12/04/86",,"12/04/86",,="01/29/87",,,"No"
"550290B","SPARTA, CITY OF",,"MONROE COUNTY",,,="01/09/74",,="08/03/81",,"12/06/19",,="08/03/81",,,"No"
"550315#","SPENCER, VILLAGE OF",,"MARATHON COUNTY",,,,,="07/22/10",,"(NSFHA)",,="08/30/10",,,"No"
"550470#","SPOONER, CITY OF",,"WASHBURN COUNTY",,,"12/21/73",,="04/02/79",,"10/02/12",,="04/02/79",,,"No"
"550405C","SPRING GREEN, VILLAGE OF",,"SAUK COUNTY",,,"12/07/73",,="02/01/86",,"10/02/15",,="02/01/86",,,"No"
"550331#","SPRING VALLEY, VILLAGE OF",,"ST. CROIX COUNTY/PIERCE COUNTY",,,="06/14/74",,="03/15/84",,"11/16/11",,="03/15/84",,,"No"
"550142#","ST. CLOUD, VILLAGE OF",,"FOND DU LAC COUNTY",,,"12/28/73",,="07/01/87",,"11/04/09",,="07/01/87",,,"No"
"555578#","ST. CROIX COUNTY *",,"ST. CROIX COUNTY",,,,,="04/27/73",,="03/16/09",,="04/27/73",,,"No"
"550337#","ST. CROIX FALLS, CITY OF",,"POLK COUNTY",,,="05/24/74",,="05/01/87",,="09/16/11(M)",,="05/01/87",,,"No"
"550281#","ST. FRANCIS, CITY OF",,"MILWAUKEE COUNTY",,,="06/07/74",,="07/07/78",,="09/26/08(M)",,="07/07/78",,,"No"
"550047#","STANLEY, CITY OF",,"CLARK COUNTY/CHIPPEWA COUNTY",,,="05/03/74",,="09/18/85",,="04/16/14(M)",,="09/18/85",,,"No"
"550387#","STAR PRAIRIE, VILLAGE OF",,"ST. CROIX COUNTY",,,"12/28/73",,="03/16/09",,="03/16/09",,"11/19/09",,,"No"
"550437#","STETSONVILLE, VILLAGE OF",,"TAYLOR COUNTY",,,="05/17/74",,="08/10/79",,="08/10/79(M)",,="08/10/79",,,"No"
"555580B","STEUBEN, VILLAGE OF",,"CRAWFORD COUNTY",,,,,="04/20/73",,"10/16/15",,="04/20/73",,,"No"
"550342#","STEVENS POINT, CITY OF",,"PORTAGE COUNTY",,,"12/28/73",,="06/01/83",,="07/20/09",,="06/01/83",,,"No"
"550040#","STOCKBRIDGE, VILLAGE OF",,"CALUMET COUNTY",,,="08/09/74",,="05/03/82",,="02/04/09",,="05/03/82",,,"No"
"555581#","STOCKHOLM, VILLAGE OF",,"PEPIN COUNTY",,,"12/12/72",,="03/28/75",,="08/19/10",,"12/08/72",,,"No"
"555582#","STODDARD, VILLAGE OF",,"VERNON COUNTY",,,,,"10/26/72",,"11/02/12",,"10/20/72",,,"No"
"550091#","STOUGHTON, CITY OF",,"DANE COUNTY",,,"12/17/73",,="06/15/78",,="09/17/14",,="06/15/78",,,"No"
"550256#","STRATFORD, VILLAGE OF",,"MARATHON COUNTY",,,"12/17/73",,="05/01/87",,="07/22/10(M)",,="05/01/87",,,"No"
"555583#","STRUM, VILLAGE OF",,"TREMPEALEAU COUNTY",,,,,="05/13/72",,="04/04/11",,="05/13/72",,,"No"
"550111#","STURGEON BAY, CITY OF",,"DOOR COUNTY",,,="06/07/74",,="08/05/91",,="03/02/09",,="08/05/91",,,"No"
"550353B","STURTEVANT, VILLAGE OF",,"RACINE COUNTY",,,="05/24/74",,="06/04/80",,="02/01/19",,="04/28/08",,,"No"
